Title,KSCdirect Part #,Price,UPC
AL-F200 ALUMINUM PART F COUPLING,KUR AL-F200,$5.46,822353033425
ALSH-C300 ALUMINUM PART C COUPLING,KUR ALSH-C300,$18.84,822353110560
AL-E200 ALUMINUM PART E COUPLING,KUR AL-E200,$5.74,822353033326
1/2X500FT PLANT MASTER 200 BLACK,GAT 32041413,$0.61,072053306347
ALSH-C400 ALUMINUM PART C COUPLING,KUR ALSH-C400,$28.38,822353110577
AL-A200 ALUMINUM PART A COUPLING,KUR AL-A200,$3.99,822353032725
3 TIGERFLEX SD FERTILIZER SOLUTION HOSE TSD 300X100,KUR TSD300X100,$9.99,822353120378
ALSH-D200 ALUMINUM PART D COUPLING,KUR ALSH-D200,$11.17,822353110614
TVW7 DIXON RED VINYL GH WASHER,DIX TVW7,$0.06,089109865208
10SS CLAMP 9/16 TO 1-1/16  HSS10,CLAMP 10SS,$1.38,
2X100FT WATER MASTER 150SD,GAT 46860200,$6.72,072053649703
1/2 X 1/2 HOSE X MIP BRASS BARB,29-88,$2.93,
1 ID X 1-1/4 OD CLEAR VINYL TUBING K010-1620X100,TUBE CLR VINYL 1X1-1/4,$1.48,82235303770
2 PVC LAY FLAT IRONSIDES DISCHARGE HOSE,HOSE PVC LAYFLAT DIS 2,$1.87,822353035948
3/4 ID X 1 OD CLEAR VINYL TUBING K010-1216X100,TUBE CLR VINYL 3/4X1,$1.08,82235303765
1/4 X 1/4 HOSE X MIP BRASS HOSE BARB,29-44,$1.15,
"Jr. Smooth I.D. Clamp, 201SS, 1/4"" x 0.020"", 1"" diameter",BAN JS2429,$1.81,
"STN150 COMB HOSE NIPPLE PLAIN STEEL 1-1/2""",KUR STN150,$4.11,822353032596
AL-E300 ALUMINUM PART E COUPLING,KUR AL-E300,$10.85,82235303334
"STN100 COMB HOSE NIPPLE PLAIN STEEL 1""",KUR STN100,$2.75,822353032572
3/8 X 3/8 HOSE X MIP BRASS HOSE BARB,29-66,$1.65,
1X400FT PLANT MASTER PLUS 250,GAT 32000014,$2.42,072053212891
3 300-G-BU DIXON BUNA-N GASKET,DIX 300-G-BU,$1.06,
3/4X500FT PLANT MASTER XTRed BayME 501 AR,GAT 32020016,$4.07,072053292954
3/4 HOSE X FGH SWIVEL BRASS HOSE BARB,29FGH-1212,$4.98,
70842 3/8XRL 300FT CLEAN MASTER PW 1 WB 3000 BLACK,GAT 46572402,$1.70,072053472875
1/2X500FT PLANT MASTER PLUS 250,GAT 32000008,$0.78,072053212839
ALSH-B200 ALUMINUM PART B COUPLING,KUR ALSH-B200,$10.77,822353110478
3/8X500FT PLANT MASTER 200 BLACK,GAT 32041407,$0.47,072053440874
3/4 X 3/4 HOSE X MIP BRASS HOSE BARB,29-1212,$4.84,
32SS CLAMP 1-9/16 TO 2-1/2 HSS32,CLAMP 32SS,$1.45,
AL-A300 ALUMINUM PART A COUPLING,KUR AL-A300,$6.70,822353032749
1/2 ID X 3/4 OD CLEAR VINYL TUBING K010-0812X100,TUBE CLR VINYL 1/2X3/4,$0.85,82235303762
BFM687 DIXON BRASS FERRULE 7329,DIX BFM687,$0.60,
ALSH-D300 ALUMINUM PART D COUPLING,KUR ALSH-D300,$19.06,822353110638
3/4 BRAIDED VINYL TUBING STYLE 3150 X 200,TUBE BRD VINYL 3150 3/4,$1.55,82235303893
"STN125 COMB HOSE NIPPLE PLAIN STEEL 1-1/4""",KUR STN125,$3.58,82235303258
1-1/2 TIGERFLEX SD FERTILIZER SOLUTION HOSE TSD150X100,KUR TSD150X100,$4.41,822353120385
3/8 ID X 1/2 OD CLEAR VINYL TUBING K010-0608X100,TUBE CLR VINYL 3/8X1/2,$0.33,82235303754
3X100FT WATER MASTER 150SD,GAT 46860201,$11.35,072053649727
1 BRAIDED VINYL TUBING STYLE 3150 x 200 FT.,TUBE BRD VINYL 3150 1,$2.24,82235303899
AL-F300 ALUMINUM PART F COUPLING,KUR AL-F300,$9.89,822353033449
3 MASTERFLEX 300 HOSE TY300   12012810,HOSE FERT SOL 3,$8.53,72053641509
5/8 HOSE X FGH SWIVEL BRASS HOSE BARB,29FGH-1012,$4.82,
36SS CLAMP 1-3/4 TO 2-3/4 HSS36,CLAMP 36SS,$1.52,
AL-E400 ALUMINUM PART E COUPLING,KUR AL-E400,$17.64,82235303335
AL-A400 ALUMINUM PART A COUPLING,KUR AL-A400,$11.16,822353032756
3/4 HOSE X MGH BRASS HOSE BARB,29MGH-1212,$4.43,
"1-1/2"" FIRE HOSE NOZZLE WITH BUMPER",DIX FNB150S-D,$36.61,
28SS CLAMP 1-5/16 TO 2-1/4 HSS28,CLAMP 28SS,$1.45,
"STN300 COMB HOSE NIPPLE PLAIN STEEL 3""",KUR STN300,$12.03,822353032626
2 200-G-BU DIXON BUNA-N GASKET,DIX 200-G-BU,$0.90,089109744770
6SSS CLAMP 3/8 TO 7/8   IDC 6706-5,CLAMP 6SSS,$1.38,
3/8 BRAIDED VINYL TUBING STYLE K3150-06X300,TUBE BRD VINYL 3150 3/8,$0.71,82235303885
3/4FPT X 3/4FGHT GARDEN FEM SWIVEL ADAPT,MIA S2,$7.27,
1 1/2X100FT FUEL MASTER 150SD SMOOTH COVER,GAT 46881307,$13.77,072053650228
3/8XRL FUEL MASTER LP350,GAT 32201202,$2.25,770075297345
ALSH-B300 ALUMINUM PART B COUPLING,KUR ALSH-B300,$18.46,822353110492
ALSH-D400 ALUMINUM PART D COUPLING,KUR ALSH-D400,$26.17,822353110645
5/8 X 1/2 HOSE X MIP BRASS HOSE BARB,29-108,$3.23,
AL-F400 ALUMINUM PART F COUPLING,KUR AL-F400,$15.51,822353033456
1-1/2 MASTERFLEX 300 HOSE TY150  12012800,HOSE FERT SOL 1-1/2,$3.10,72053641479
1/2 X 3/8 HOSE X MIP BRASS HOSE BARB,29-86,$1.92,
4 400-G-BU DIXON BUNA-N GASKET,DIX 400-G-BU,$1.38,089109775590
1 1/4X200FT PLANT MASTER 250 BLACK,GAT 32041434,$4.19,072053306491
1 1/2X200FT PLANT MASTER PLUS 250,GAT 32000016,$4.92,072053212914
3/8 BRASS HOSE MENDER,29S-6,$1.34,
7107-00175 GATES STEM,8GLX-8MP,$7.68,770075301653
1 1/2X200FT PLANT MASTER 250 BLACK,GAT 32041437,$5.22,072053306507
72SS CLAMP 3 TO 5  HSS72,CLAMP 72SS,$2.36,
3/8 X 1/2 HOSE X MIP BRASS HOSE BARB,29-68,$3.09,
4X100FT WATER MASTER 150SD,GAT 46860202,$15.84,072053649741
1/2X500FT CL PLANT MASTER XTREME 501 AR  (Yellow),GAT 32020311,$3.32,770075452607
"STN075 COMB HOSE NIPPLE PLAIN STEEL 3/4""",KUR STN075,$2.53,822353032565
2 RST25 DIXON 316-SS KING NIPPLE,DIX RST25,$34.39,
1/4 ID X 3/8 OD CLEAR VINYL TUBING K010-0406X100,TUBE CLR VINYL 1/4X3/8,$0.22,82235303747
1/4 X 1/8 HOSE X MIP BRASS HOSE BARB,29-42,$0.97,
ALSH-DC200 ALUMINUM PART DC DUST CAP,KUR ALSH-DC200,$9.32,822353110683
ALSH-C150 ALUMINUM PART C COUPLING,KUR ALSH-C150,$9.60,822353110539
5/8 HOSE X MGH BRASS HOSE BARB,29MGH-1012,$4.30,
3/4X15 FT FARM TANK HOSE,FARM TANK HOSE 3/4X15,$34.38,98108465
1 X 1 HOSE X MIP BRASS BARB,29-1616,$10.55,
56SS CLAMP 3-1/16 TO 4  HSS56,CLAMP 56SS,$2.14,
AL-F150 ALUMINUM PART F COUPLING 1-1/2,KUR AL-F150,$4.44,822353033418
7107-0049-5 GATES STEM,6GLX-6FSX,$8.49,770075349358
3/4X1/2 HOSE X MIP BRASS,29-128,$3.69,
3/4MIP X 3/4FGH GARDEN HOSE ADPT  85GH-1212,MIA 85GH-1212,$4.71,
3 PVC LAY FLAT IRONSIDES DISCHARGE HOSE,HOSE PVC LAYFLAT DIS 3,$3.69,822353035979
ALSH-B400 ALUMINUM PART B COUPLING,KUR ALSH-B400,$24.54,822353110508
40SS CLAMP 2-1/16 TO 3  HSS40,CLAMP 40SS,$1.67,
1 316 STAINLESS KING NIPPLE,DIX RST10,$17.05,
1/4X500FT PLANT MASTER PLUS 250,GAT 32000002,$0.57,072053212792
1X400FT PLANT MASTER XTRed BayME 501 AR,GAT 32020021,$8.04,072053441505
1-1/2ID X 1-7/8OD CLEAR VYL TUBING K010-2430X050,TUBE CLR VINYL 1-1/2X1-7/8,$3.29,82235303776
1/2FPT X 3/4FGHT GARDEN FEM SWIVEL ADAPT,MIA S1,$5.70,
3/4MPT X 3/4MGHT GARDEN HOSE ADPT - Lead Free: DON'T MIX W/ MIA 79GHT,MIA LF79GHT,$9.96,
5/16 X 1/4 HOSE X MIP BRASS HOSE BARB,29-54,$1.35,
1 1/4X100FT FUEL MASTER 150SD SMOOTH COVER,GAT 46881306,$12.56,072053650204
3/8X500FT PLANT MASTER XTRed BayME 250,GAT 32050025,$1.97,072053212501
5/8X500FT PLANT MASTER PLUS 300,GAT 32000011,$1.61,072053212860
ALSH-DC300 ALUMINUM PART DC DUST CAP,KUR ALSH-DC300,$19.68,822353110706
1 1/2X100FT WATER MASTER 150SD,GAT 46860204,$6.24,072053649789
1/2MPT X 3/4MGHT GARDEN HOSE ADPT 78GHS,MIA 78GH-128,$4.07,
"304 STAINLESS NIPPLE 2""",KUR SSN304-200,$22.05,822353138816
"T202AA WTR SUCTION HD 2""X 100'",KUR T202AA200X100,$4.86,822353059098
AL-E150 ALUMINUM PART E COUPLING,KUR AL-E150,$4.06,822353033319
1/2 HOSE X FGH SWIVEL BRASS HOSE BARB,29FGH-812,$4.82,
AL-F100 ALUMINUM PART F COUPLING,KUR AL-F100,$2.64,822353033395
"STN400 COMB HOSE NIPPLE PLAIN STEEL 4""",KUR STN400,$19.99,822353032633
2X100FT FUEL MASTER 150SD SMOOTH COVER,GAT 46881308,$14.49,072053650235
2 TIGERFLEX SERIES H HOSE H200X100,KUR H200X100,$3.43,822353011980
48SS CLAMP 2-9/16 TO 3-1/2  HSS48,CLAMP 48SS,$2.06,
"T202AA WTR SUCTION HD 3""X100'",KUR T202AA300X100,$7.77,822353059104
1X20 FT FARM TANK HOSE,FARM TANK HOSE 1X20,$64.32,
ALSH-D100 ALUMINUM PART D COUPLING,KUR ALSH-D100,$9.45,822353110584
7107-0013-5 GATES STEM,6GLX-4MP,$6.85,770075339816
LHC-95 DIXON HOSE CUTTER,DIX LHC95,$32.92,089109863976
"304 STAINLESS NIPPLE 1""",KUR SSN304-100,$9.94,822353138786
4 MASTERFLEX 300 HOSE TY400  12012815,HOSE FERT SOL 4,$15.02,72053641516
ALSH-DC400 ALUMINUM PART DC DUST CAP,KUR ALSH-DC400,$21.53,822353110713
1-1/2 316 SS KING NIPPLES,DIX RST20,$25.41,
1-1/2 PVC LAY FLAT IRONSIDE DISCHARGE HOSE,HOSE PVC LAYFLAT DIS 1-1/2,$1.48,822353035931
5/8 ID X 7/8 OD CLEAR VINYL TUBING K010-1014X100,TUBE CLR VINYL 5/8X7/8,$1.01,82235303764
2 VINYLFLOW EZ-LITE PVC LAYFLAT(VFL200X300),KUR VINYLFLOW 2,$0.75,822353145890
1 1/4X200FT PLANT MASTER PLUS 250,GAT 32000015,$4.71,072053212907
ALSH-B150 ALUMINUM PART B COUPLING,KUR ALSH-B150,$11.74,822353110461
1X400FT PLANT MASTER XTRed BayME 250,GAT 32050046,$5.18,072053212587
1/2 X 1/4 HOSE X MIP BRASS HOSE BARB,29-84,$1.84,
88SS CLAMP 4 TO 6   HSS88,CLAMP 88SS,$2.75,
2X100FT FUEL MASTER XTRed BayME 150SD CORRUGATED,GAT 46881724,$16.67,770075412304
AL-A100 ALUMINUM PART A COUPLING,KUR AL-A100,$2.21,822353032695
1/2 HOSE X MGH BRASS HOSE BARB,29MGH-812,$4.20,
1/2XRL FUEL MASTER LP350,GAT 32201204,$3.52,770075297369
7107-0022-5 GATES STEM,12GLX-12MP,$12.51,770075301660
3 - 5 300-HRP-SP CAM ARM ASSY,DIX 300-HRP-SP,$5.57,
3/8XRL 300FT CLEAN MASTER P WASH 2 WB 5000 BLUE,GAT 46572429,$3.48,072053488111
3/4X500FT PLANT MASTER XTRed BayME 250,GAT 32050040,$4.16,072053212563
0 J241 BAND-IT SS CLAMP,BAN JS2419,$1.97,
ALSH-D150 ALUMINUM PART D COUPLING,KUR ALSH-D150,$10.59,822353110607
"1-1/2"" TIGERFLEX ""H"" HOSE",KUR H150X100,$2.38,822353011959
"1-1/4 TIGER-S&D ""EPDM"" W/YARD REINFORCEMENT S&D TSD125X100",KUR TSD125X100,$3.68,822353120392
3/8XRL 1000FT CLEAN MASTER P WASH 1 WB 3000 BLACK,GAT 46572401,$1.58,072053472868
"304 STAINLESS NIPPLE 1-1/2""",KUR SSN304-150,$13.81,822353138809
1/4 BRASS HOSE MENDER,29S-4,$1.30,
1-1/4ID X 1-1/2OD CLEAR VYL TUBING K010-2024X050,TUBE CLR VINYL 1-1/4X1-1/2,$1.91,82235303773
"CLEAR BRAID 1/2""X100' COIL",KUR K3155-08X100,$0.85,82235303918
3/4FPT X 3/4MGHT GARDEN HOSE ADPT,MIA 81GH1212,$3.71,
3/4 BU9 DIXON BOSS 2-BOLT CLAMP,DIX BU9,$9.40,
"3/4"" FIRE HOSE NOZZLE WITH BUMPER",DIX FNB75GHT,$28.95,089109765317
AL-A150 ALUMINUM PART A COUPLING,KUR AL-A150,$3.63,822353032718
ALSH-C100 ALUMINUM PART C COUPLING,KUR ALSH-C100,$7.72,822353110515
4 PVC LAY FLAT IRONSIDES DISCHARGE HOSE,HOSE PVC LAYFLAT DIS 4,$4.70,822353035993
1-1/4 MASTERFLEX 300 HOSE TY125   12012797,HOSE FERT SOL 1-1/4,$2.70,072053641462
1/2 BRASS HOSE MENDER  29S-8,29S-8,$1.98,
5/8X3/4 HOSE X MIP BRASS HOSE BARB,MIA 29-1012,$4.70,
1X3/4 HOSEXMIP BRASS BARB,29-1612,$6.42,
AL-E100 ALUMINUM PART E COUPLING,KUR AL-E100,$2.54,822353033296
6 PVC LAY FLAT IRONSIDES DISCHARGE HOSE,HOSE PVC LAYFLAT DIS 6,$8.98,822353036006
2 1/2 FEM NST X 2 MALE NPT BRASS HYDRANT ADAPT,DIX HA2520T,$24.95,
AL-DP200 ALUMINUM PART DP DUST PLUG,KUR AL-DP200,$3.57,822353033128
96SS CLAMP 4-1/2 TO 6-1/2  HSS96,CLAMP 96SS,$2.81,
AL-C600 ALUMINUM PART C COUPLING,KUR AL-C600,$55.82,822353032978
3 TIGERFLEX SERIES H HOSE,KUR H300X100,$6.13,822353012055
3/4X500FT PLANT MASTER 200 Red BayD,GAT 32041346,$1.16,072053306613
ALSH-B100 ALUMINUM PART B COUPLING,KUR ALSH-B100,$8.50,822353110416
3/8 X 1/4 HOSE X FIP BRASS HOSE BARB,29F-64,$2.19,
188SS CLAMP 9-3/8 TO 12-1/4 HSS188,CLAMP 188SS,$5.37,
3/4 #87GH-12 GARDEN HOSE CAP,MIA HC12,$2.00,
3X100FT FUEL MASTER XTRed BayME 150SD MEGAFLEX,GAT 46882015,$16.42,770075507437
AL-DP300 ALUMINUM PART DP DUST PLUG,KUR AL-DP300,$5.85,822353033142
"STN050 COMB HOSE NIPPLE PLAIN STEEL 1/2""",KUR STN050,$2.40,822353032558
RHS200 ROUND HOLE STEEL STRAINER,KUR RHS200,$17.33,822353031568
7107-0014-5 GATES STEM,6GLX-6MP,$7.75,770075306894
BFM656 DIXON BRASS FERRULE,DIX BFM656,$0.59,
6 600-G-BU DIXON BUNA-N GASKET,DIX 600-G-BU,$3.29,
3/4 BRASS HOSE MENDER  29S-12,29S-12,$3.91,
1-1/2 BRAIDED VINYL TUBING STYLE 3150 100',TUBE BRD VINYL 3150 1-1/2,$4.62,82235303904
1-1/2 150-G-BU DIXON BUNA-N GASKET,DIX 150-G-BU,$0.92,
3/8X500FT PLANT MASTER XTRed BayME 501 AR,GAT 32020006,$2.16,072053644425
"1 1/4"" x 1"" NPT K.C. Nipple",DIX STC1510,$9.41,
1/2X500FT PLANT MASTER XTRed BayME 250,GAT 32050030,$2.53,072053212525
"304 STAINLESS NIPPLE 3/4""",KUR SSN304-075,$7.65,822353138779
"CLEAR BRAID 3/8""X100' COIL",KUR K3155-06X100,$0.62,82235303915
4X100 BULK MASTER DRY CEMENT 40D,GAT 31290670,$20.36,072053652833
5/8 BRAIDED VINYL TUBING STYLE 3150,TUBE BRD VINYL 3150 5/8,$1.22,82235303890
"T202AA WTR SUCTION HD 4""X100'",KUR T202AA400X100,$11.23,822353059111
5/8X500FT PLANT MASTER 200 Red BayD,GAT 32041337,$1.50,072053306583
3/4FGH X 3/4FGH GARDEN HOSE SWIVEL ADAPT,MIA S3,$5.67,
1/4 X 3/8 HOSE X MIP BRASS HOSE BARB,29-46,$2.04,
1 ID PVC SUCTION HOSE CLEAR WITH WHITE HELIX,KUR H100 1,$1.59,822353011904
1/4X500FT PLANT MASTER XTRed BayME 250,GAT 32050015,$1.46,072053212464
1/2XRL CLEAN MASTER WASHDOWN 1000,GAT 32170586,$3.86,072053645118
1 100-G-BU DIXON BUNA-N GASKET,DIX 100-G-BU,$0.85,
"5/8"" BARB X 1/2"" NPT, STEEL GALV THICK WALL",VANA 4550,$12.67,
"KURI TEC POLYWIRE 1""X100' FOOD GRADE WIRE",KUR K7130-16X100,$5.00,82235304143
"1/4 X 300 FT KURI TEC ""RF"" BRAIDED VINYL TUBING",TUBE BRD VINYL 3150 1/4,$0.53,82235303880
"Ultra-Lok Preformed Clamp, 201SS 1/4 hard, 3/4""",BAN UL2139,$7.51,
3 316 STAINLESS KING NIPPLES,DIX RST35,$88.06,089109840717
3/4 X 50 FT FLEXOGEN GARDEN HOSE  843501-1003,FLEX 3/4X50,$49.53,034411112076
1-1/4 BRAIDED VINYL TUBING STYLE 3150  100' long,TUBE BRD VINYL 3150 1-1/4,$4.09,82235303902
1/2 X 3/4 HOSE X MIP BRASS HOSE BARB,29-812,$4.28,
"STN600 COMB HOSE NIPPLE PLAIN STEEL 6""",KUR STN600,$51.61,822353032657
3/4FPT X 3/4FGHT GARDEN FEM SWIVEL ADAPT - Lead Free,MIA LFS2,$11.45,
2X100FT WATER MASTER 150D,GAT 31370885,$6.97,072053644258
7107-00255 GATES STEM,16GLX-16MP,$23.31,770075301677
1X15 FT FARM TANK HOSE,FARM TANK HOSE 1X15,$50.51,98108490
"304 STAINLESS NIPPLE 3""",KUR SSN304-300,$47.36,822353138830
"STN250 COMB HOSE NIPPLE PLAIN STEEL 2-1/2""",KUR STN250,$9.67,822353032619
2X100FT FUEL MASTER XTRed BayME 150SD MEGAFLEX,GAT 46882011,$12.26,770075513902
1 X 12 SS FLEX METAL HOSE SCH80 MIPT,FLX MTL SS80 MIP 1X12,$46.08,MIDWFLZZ002
5/8 HOSE SPLICER  (29S-10),MIA 29S-10,$2.61,
"5/8” BARB X 3/4” NPT, STEEL GALV THICK WALL",VANA 4560,$10.22,
60SS CLAMP 3-5/16 TO 4-1/4   HSS60,CLAMP 60SS,$2.21,
DBL MALE HEX NIP 1-1/2NPT X 1-1/2NST,DIX DMH1515F,$17.09,
3 VINYLFLOW EZ-LITE PVC LAYFLAT DISCHARGE HOSE - BLUE,KUR VINYLFLOW 3,$1.32,822353145906
"2"" 316SS Male NPT x Male Adapter",DIX 200-F-SS,$51.51,
64SS CLAMP 2-1/2 TO 4-1/2   HSS64,CLAMP 64SS,$2.21,
BRASS WASHDOWN NOZZLE 1 1/2 NPSH,DIX WDN150,$59.79,697464144311
321-P BRASS DRAIN COCK,MIA 321P,$2.95,
6X100FT WATER MASTER 100SD AR,GAT 46860709,$50.96,072053652147
ALSH-D125 ALUMINUM PART D COUPLING,KUR ALSH-D125,$14.00,822353110591
AL-E600 ALUMINUM PART E COUPLING,KUR AL-E600,$37.97,822353033371
INSULATED WATER NOZZLE,DIX SN75,$12.64,089109765768
"3/8"" Hose x 3/8"" Male NPT Insert 316SS",DIX RN33,$11.20,
AL-A600 ALUMINUM PART A COUPLING,KUR AL-A600,$24.14,822353032770
"3/8"" Hose ID x 1/8"" NPTF Brass Male Insert 90° Elbow Forged",DIX 1290602C,$2.86,
RHS300 ROUND HOLE STEEL STRAINER,KUR RHS300,$21.81,822353031582
7107-0050-5 GATES STEM,8GLX-8FSX,$10.38,770075349365
1/2X500FT PLANT MASTER 200 Red BayD,GAT 32041328,$1.16,072053306569
SPHM100 STEEL HOSE MENDER ZINC PLATED,KUR SPHM100,$2.65,822353110249
3X100FT BULK MASTER HOT AIR BLOWER 100SD HT,GAT 46910504,$13.84,072053666113
"1""NPSH NOZZLE WITH BUMPER",DIX FNB100S,$38.92,089109713080
"Zinc Plated Steel   3/4"" hose to 3/4"" Male NPT",VANA 4660,$16.86,
"3/4"" Barb X 3/4"" Barb Steel Galv Hose Mender",VANA 1660,$17.45,
1-1/4 316 STAINLESS KING NIPPLES,DIX RST15,$21.23,
PISTOL GRIP WATER NOZZLE,DIX CSN75,$10.54,
"AL-F600 ALUMINUM PART F COUPLING 6""",KUR AL-F600,$37.23,822353033470
"2"" 316SS Fem Coupler x Hose Shank",DIX 200-C-SS,$70.86,
5/16X500FT PLANT MASTER XTRed BayME 250,GAT 32050020,$1.58,072053212488
"9/16"" All SS Worm Gear Clamp (OD 7-1/8"" to 10"")",DIX HSS152,$4.83,
1/4 X 1/4 HOSE X FIP BRASS HOSE BARB,29F-44,$1.87,
SPHM200 STEEL HOSE MENDER ZINC PLATED,KUR SPHM200,$5.68,822353110270
1-1/2 TIGERFLEX SERIES W PVC SUCTION HOSE,KUR W150X100,$2.93,822353014417
2-1/2 TIGERFLEX SERIES H HOSE,KUR H250X100,$5.12,822353012017
4 VINYLFLOW EZ-LITE PVC LAYFLAT DISCHARGE HOSE - BLUE,KUR VINYLFLOW 4,$1.74,822353145913
3X100FT RUBBER WATER SUCTION/DISCHARGE,JAS 4450-0300-100,$9.06,746041055721
2-1/2 FNST X 2 MNPT BRASS MALE SWIVEL ADAPTERS,DIX SM25F20T,$129.30,089109705399
"T202AA WTR SUCTION 2-1/2""X100'",KUR T202AA250X100,$9.65,822353059333
2-1/2 250-G-BU DIXON BUNA-N GASKET,DIX 250-G-BU,$1.00,
2X100FT CHEM MASTER PLUS UHMWPE 200SD,GAT 46970018,$31.15,072053651072
AL-C500 ALUMINUM PART C COUPLING,KUR AL-C500,$44.93,822353032961
DB675 ZINC PLATED DI DOUBLE BOLT HOSE CLAMPS,KUR DB675,$19.92,822353031872
G44105-1616 16GLX-16MPX     710700605,16GLX-16MPX,$39.82,770075352297
3 X 2 3020-DA-AL 633-BA ALUM COUP-ADAPT,DIX 3020-DA-AL,$53.35,
FARM TANK HOSE 1X35,FARM TANK HOSE 1X35,$111.20,
ALSH-D250 ALUMINUM PART D COUPLING,KUR ALSH-D250,$23.71,822353110621
200-D-MI DIXON COUPLER,DIX 200-D-MI,$39.82,
"ALUMINUM PART D 6"" COUPLER",KUR AL-D600,$53.76,822353033272
1 1/4X100FT WATER MASTER 150SD,GAT 46860203,$5.84,072053649765
AL-A125 ALUMINUM PART A COUPLING,KUR AL-A125,$4.22,822353032701
"4"" STB40 WELD KING NIPPLE",DIX STB40,$36.20,
1/2 316 STAINLESS KING NIPPLES,DIX RST1,$14.92,
7107-00595 GATES STEM,12GLX-12MPX,$26.16,770075352280
3/16 X 1/8 HOSE X MIP BRASS HOSE BARB,29-32,$1.15,
3/4FPT X 3/4FGHT GARDEN HOSE ADPT,MIA 83GH1212,$4.89,
"2"" 316SS Fem Coupler x Fem NPT",DIX 200-D-SS,$73.00,
1/2FPT X 3/4MGHT GARDEN HOSE ADPT,MIA 80GH-128,$2.76,
AL-A075 ALUMINUM PART A COUPLING,KUR AL-A075,$2.18,822353032688
2 1/2X100FT WATER MASTER 150SD,GAT 46860205,$10.14,072053649796
SPN200 COMB HOSE NIPPLE PLATED STEEL,KUR SPN200,$5.51,822353032497
"KURI TEC POLYWIRE 3/4""X100'",KUR K7130-12X100,$4.00,82235304140
SPHM400 STEEL HOSE MENDER ZINC PLATED,KUR SPHM400,$20.02,822353110300
"TIGERFLEX ""FT"" 2-1/2""X100 ''",KUR FT250X100,$8.71,822353016930
"304 STAINLESS NIPPLE 1-1/4""",KUR SSN304-125,$10.36,822353138793
DBL M HX NPL 2NPT X 2 1/2 NST,DIX DMH2025F,$43.48,
1/2 X 1/2 HOSE X FIP BRASS HOSE BARB,29F-88,$4.47,
3/4 DIXON 316-SS KING NIPPLE,DIX RST5,$15.39,
1518 DOUBLE EAR CLAMPS,DIX 1518,$0.84,
44SS CLAMP 2-5/16 TO 3-1/4  HSS44,CLAMP 44SS,$2.06,
1 MS11 DIXON BOSS MALE STEM,DIX MS11,$11.60,
2X100FT RUBBER WATER SUCTION/DISCHARGE,JAS 4450-0200-100,$6.34,746041055714
"1-1/2"" X 8FT COMMERCIAL GRAY VACUUM HOSE WITH SWIVEL CUFFS E/E",30280566,$35.15,
"3/4"" Rigid Fem GHT x 3/8"" Fem NPTF  Brass Non-Swivel w/ SBR Washer",DIX 5011206C,$7.04,
200-F-MI ADAPTOR,DIX 200-F-MI,$41.59,
1/4X500FT PLANT MASTER 200 Red BayD,GAT 32041301,$0.72,072053306514
1MPT X 3/4MGHT GARDEN HOSE ADPT DMH1076,DIX DMH1076,$10.55,
AL-F125 ALUMINUM PART F COUPLING,KUR AL-F125,$4.83,822353033401
49-P BRASS SHUT-OFF COCK,MIA 49P,$13.49,
3/4X100FT FUEL MASTER LP350,GAT 32201207,$8.87,770075250678
AL-DP400 ALUMINUM PART DP DUST PLUG,KUR AL-DP400,$9.78,822353033159
"3/8"" x 100' Black 200 PSI Multipurpose (AG 200) Air & Water Hose — Boxed",APA 10031820,$69.70,
ALSH-DC100 ALUMINUM PART DC DUST CAP,KUR ALSH-DC100,$8.31,822353110652
3X100FT WATER MASTER 150D,GAT 31370886,$9.23,072053644272
AL-D075 ALUMINUM PART D COUPLING,KUR AL-D075,$5.50,822353033180
AL-DC600 ALUMINUM PART DC DUST CAP,KUR AL-DC600,$45.73,822353033074
1/8 ID X 1/4 OD CLEAR VINYL TUBING K010-0204X100,TUBE CLR VINYL 1/8X1/4,$0.15,82235303742
2 K3150 BRAIDED VINYL TUBING,TUBE BRD VINYL TUBING 2,$6.82,82235303906
300-F-SS DIXON ADAPTOR,DIX 300-F-SS,$111.62,
1/4XRL 4219G FUEL LINE 50,GAT 42190103,$0.89,072053132854
1 X 10 FT FARM TANK HOSE ASSY W/STATIC,FARM TANK HOSE 1X10,$42.88,
2 X 12 SS FLEX METAL HOSE SCH80 MIPT,FLX MTL SS80 MIP 2X12,$73.73,
ADJUSTABLE COMB WRENCH,DIX 189,$31.61,089109832590
"TUNDRA AIR YELLOW 3/8""X50'ASY",KUR HS1231-06X50,$50.68,822353114469
3/8XRL 4219G FUEL LINE 50,GAT 42190109,$1.34,072053133356
3/8 X 3/8 HOSE X FIP BRASS HOSE BARB,29F-66,$2.85,
"2"" Stainless Male Adapter x",DIX 200-A-SS,$39.09,
"T253AA 150# WTR DSCH 4""X100'",KUR T253AA400X100,$9.69,822353025932
4 TIGERFLEX SD FERTILIZER SOLUTION HOSE TSD 400X100,KUR TSD400X100,$20.14,822353223475
AL-DP100 ALUMINUM PART DP DUST PLUG,KUR AL-DP100,$2.24,822353033098
4X100FT WATER MASTER 150D,GAT 31370889,$12.20,072053644319
"T202AA WTR SUCTION HD 6""X50'",KUR T202AA600X50,$20.76,822353078839
SPN150 COMB HOSE NIPPLE PLATED STEEL,KUR SPN150,$4.39,822353032480
1 1/4X300FT PLANT MASTER XTRed BayME 501 AR,GAT 32020027,$6.24,072053644456
